datasetSource,strategyMode,profileId,strategyFamily,symbol,session,direction,signalTimestamp,entryTimestamp,exitTimestamp,signalTimeframe,executionTimeframe,entryMode,entryReason,exitReason,entryPrice,stopPrice,takeProfitPrice,spreadPips,riskPct,realizedR,finalR30m,maxAdverseR30m,maxFavorableR30m,finalR60m,maxAdverseR60m,maxFavorableR60m,hitProfitBeforeStop30m,hitProfitBeforeStop60m,actualDirection30m,actualMovePips30m,actualMovePips60m,executed,sourceQuality,signalOpen,signalHigh,signalLow,signalClose,ema8,ema20,ema50,atr,atrPct,rsi14,body,range,labelDecision,labelSignalQuality,labelConfidence,labelExpectedR,labelReason,labelWarnings,rootCause
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,off_session,SELL,2026-04-20T20:00:00.000Z,2026-04-20T20:05:00.000Z,2026-04-20T23:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,0.91705,0.91805,0.91205,2.406,0.03,-0.5106,-0.05,-0.16,0.08,-0.22,-0.27,0.08,,,NEUTRAL,-0.5,-2.2,true,research_simulated,0.91661,0.91708,0.91598,0.91598,0.91701,0.91724,0.91787,0.00031,0.000343,19.39,0.00063,0.0011,NO_OPINION,NEUTRAL,0.55,0.08,outcome_was_mixed_or_too_small_for_confident_filtering,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDJPY,asian,SELL,2026-04-21T02:00:00.000Z,2026-04-21T02:05:00.000Z,2026-04-21T03:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,93.864,93.964,93.364,4.148,0.03,-1.4348,-0.27,-0.4,0.1,-0.12,-0.4,0.2,,,SELL,-2.7,-1.2,true,research_simulated,93.978,93.982,93.844,93.847,93.95708,93.87891,93.70575,0.07627,0.000813,51.42,0.131,0.138,BLOCK_TRADE,BAD,0.82,0.2,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,asian,SELL,2026-04-21T04:00:00.000Z,2026-04-21T04:05:00.000Z,2026-04-21T08:05:00.000Z,M15,M5,next_open,next_lower_tf_open,time_based_exit,0.9171,0.9181,0.9121,2.406,0.03,-0.2906,-0.08,-0.11,0.1,-0.26,-0.29,0.11,,,NEUTRAL,-0.8,-2.6,true,research_simulated,0.9176,0.91762,0.91727,0.91729,0.9175,0.91746,0.91754,0.0002,0.000215,44.28,0.00031,0.00035,NO_OPINION,NEUTRAL,0.55,0.11,outcome_was_mixed_or_too_small_for_confident_filtering,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,london,SELL,2026-04-21T08:00:00.000Z,2026-04-21T08:05:00.000Z,2026-04-21T12:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91709,0.91589,0.91209,2.406,0.03,0.9394,-0.0583,-0.1417,0.2167,-0.1083,-0.175,0.2167,,,NEUTRAL,-0.7,-1.3,true,research_simulated,0.91795,0.91804,0.9175,0.9175,0.9176,0.91746,0.91747,0.00031,0.000343,51.5,0.00045,0.00054,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,off_session,SELL,2026-04-21T12:15:00.000Z,2026-04-21T12:20:00.000Z,2026-04-21T12:35:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36369,1.36249,1.35869,2.522,0.03,0.9278,-0.6,-0.8167,0.5417,-0.7,-1.0667,0.5417,,false,SELL,-7.2,-8.4,true,research_simulated,1.36506,1.36506,1.36426,1.36428,1.36512,1.36531,1.36523,0.00045,0.000332,37.04,0.00078,0.0008,ALLOW_TRADE,GOOD,0.72,0.928,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDJPY,off_session,BUY,2026-04-21T12:45:00.000Z,2026-04-21T12:50:00.000Z,2026-04-21T13:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,94.077,94.197,94.577,4.148,0.03,0.7652,0.0583,-0.475,0.4583,0.0333,-0.8917,0.4583,,,NEUTRAL,0.7,0.4,true,research_simulated,93.996,94.113,93.97,94.08,94.00271,93.97626,93.90816,0.06599,0.000701,64.96,0.084,0.143,ALLOW_TRADE,GOOD,0.72,0.765,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,ny,BUY,2026-04-21T13:15:00.000Z,2026-04-21T13:20:00.000Z,2026-04-21T13:30:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,114.24,114.14,114.74,1.947,0.03,-1.2147,-1.11,-1.9,0.02,-1.19,-1.9,0.02,false,false,SELL,-11.1,-11.9,true,research_simulated,114.17,114.267,114.17,114.266,114.09611,114.00598,113.94749,0.07439,0.000651,77.17,0.096,0.097,BLOCK_TRADE,BAD,0.82,0.02,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPCHF,ny,BUY,2026-04-21T13:30:00.000Z,2026-04-21T13:35:00.000Z,2026-04-21T14:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.05357,1.05477,1.05857,3.221,0.03,0.8579,0.375,-0.0083,0.4083,0.4667,-0.0083,0.6,,,BUY,4.5,5.6,true,research_simulated,1.05322,1.05414,1.05315,1.05402,1.05374,1.05368,1.05354,0.00059,0.000559,55.39,0.0008,0.00099,ALLOW_TRADE,GOOD,0.72,0.858,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCHF,ny,BUY,2026-04-21T14:15:00.000Z,2026-04-21T14:20:00.000Z,2026-04-21T14:50:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.78033,0.78153,0.78533,2.46,0.03,0.934,0.475,-0.0667,0.4833,1.55,-0.0667,1.85,,true,BUY,5.7,18.6,true,research_simulated,0.77929,0.78033,0.77925,0.78028,0.77947,0.77949,0.77942,0.00058,0.000741,59.79,0.00099,0.00108,ALLOW_TRADE,EXCELLENT,0.84,1.85,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,SELL,2026-04-21T16:00:00.000Z,2026-04-21T16:05:00.000Z,2026-04-21T16:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97691,0.97571,0.97191,3.056,0.03,0.8744,0.4167,-0.2333,0.7333,-0.1583,-0.4083,0.7333,,,BUY,5,-1.9,true,research_simulated,0.97654,0.97669,0.97536,0.97536,0.97666,0.97719,0.97755,0.00071,0.000732,27.88,0.00118,0.00133,ALLOW_TRADE,GOOD,0.72,0.874,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,BUY,2026-04-21T16:30:00.000Z,2026-04-21T16:35:00.000Z,2026-04-21T16:50:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97659,0.97779,0.98159,3.056,0.03,0.8744,0.425,-0.3,0.675,0.0417,-0.3,1.1167,,true,BUY,5.1,0.5,true,research_simulated,0.97565,0.97776,0.97563,0.97752,0.97668,0.97709,0.97747,0.00082,0.000837,52.74,0.00187,0.00213,ALLOW_TRADE,EXCELLENT,0.84,1.117,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCHF,ny,BUY,2026-04-21T16:45:00.000Z,2026-04-21T16:50:00.000Z,2026-04-21T17:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.78116,0.78016,0.78616,2.46,0.03,-1.266,-1,-1.22,0.11,0.96,-1.22,1.2,false,false,SELL,-10,9.6,true,research_simulated,0.77978,0.78106,0.77976,0.78081,0.7807,0.78029,0.77985,0.00077,0.00099,55.19,0.00103,0.0013,BLOCK_TRADE,BAD,0.82,1.2,trade_never_proved_itself_and_lost_heavily,,exit_or_management_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,SELL,2026-04-21T18:30:00.000Z,2026-04-21T18:35:00.000Z,2026-04-21T18:45:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97736,0.97616,0.97236,3.056,0.03,0.8744,0.6667,-0.1167,0.9167,0.5583,-0.1167,1.175,,true,BUY,8,6.7,true,research_simulated,0.9779,0.97793,0.97481,0.97509,0.97659,0.97684,0.97725,0.00098,0.001004,38.13,0.00281,0.00312,ALLOW_TRADE,EXCELLENT,0.84,1.175,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,BUY,2026-04-21T19:00:00.000Z,2026-04-21T19:05:00.000Z,2026-04-21T19:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97658,0.97778,0.98158,3.056,0.03,0.8744,0.0917,-0.525,0.425,0.5417,-0.525,0.5583,,,NEUTRAL,1.1,6.5,true,research_simulated,0.97543,0.97786,0.97509,0.97724,0.97653,0.97676,0.97718,0.00113,0.001158,52.07,0.00181,0.00277,ALLOW_TRADE,GOOD,0.72,0.874,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,off_session,SELL,2026-04-21T20:00:00.000Z,2026-04-21T20:05:00.000Z,2026-04-21T23:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,0.91682,0.91782,0.91182,2.406,0.03,-0.1006,0.11,-0.01,0.31,0.08,-0.01,0.31,,,NEUTRAL,1.1,0.8,true,research_simulated,0.91639,0.91639,0.91584,0.9159,0.91667,0.91678,0.91692,0.00035,0.000378,32.64,0.00049,0.00055,NO_OPINION,NEUTRAL,0.55,0.31,outcome_was_mixed_or_too_small_for_confident_filtering,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,asian,BUY,2026-04-22T04:15:00.000Z,2026-04-22T04:20:00.000Z,2026-04-22T05:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97902,0.97802,0.98402,3.056,0.03,-1.3256,-0.08,-0.3,0.22,-1,-1.14,0.22,,false,NEUTRAL,-0.8,-10,true,research_simulated,0.97776,0.97913,0.97774,0.97855,0.97774,0.97758,0.97742,0.00059,0.000601,63.34,0.00079,0.00139,BLOCK_TRADE,BAD,0.82,0.22,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,asian,BUY,2026-04-22T05:30:00.000Z,2026-04-22T05:35:00.000Z,2026-04-22T06:45:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91615,0.91735,0.92115,2.406,0.03,0.9394,0.2917,-0.0333,0.4167,0.3417,-0.0333,0.4167,,,BUY,3.5,4.1,true,research_simulated,0.91625,0.91661,0.91617,0.91656,0.91636,0.91643,0.91658,0.00021,0.000225,53.64,0.00031,0.00044,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPCHF,asian,BUY,2026-04-22T06:45:00.000Z,2026-04-22T06:50:00.000Z,2026-04-22T07:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.05521,1.05641,1.06021,3.221,0.03,0.8579,0.2583,-0.2,0.4417,0.825,-0.2,0.9833,,,BUY,3.1,9.9,true,research_simulated,1.05422,1.05474,1.05418,1.05472,1.0543,1.05434,1.05426,0.00037,0.000354,56.98,0.0005,0.00056,ALLOW_TRADE,GOOD,0.72,0.983,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,london,BUY,2026-04-22T08:30:00.000Z,2026-04-22T08:35:00.000Z,2026-04-22T10:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91736,0.91856,0.92236,2.406,0.03,0.9394,0.275,0,0.3083,0.275,0,0.325,,,BUY,3.3,3.3,true,research_simulated,0.91681,0.91774,0.9168,0.91767,0.91689,0.91666,0.91662,0.00031,0.00034,71.91,0.00086,0.00094,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,london,BUY,2026-04-22T10:45:00.000Z,2026-04-22T10:50:00.000Z,2026-04-22T11:20:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36675,1.36575,1.37175,2.522,0.03,-1.2722,-0.36,-1.11,0.4,-1.5,-1.6,0.4,false,false,SELL,-3.6,-15,true,research_simulated,1.36569,1.36646,1.36561,1.36631,1.36564,1.36542,1.36544,0.00038,0.000282,67.64,0.00062,0.00085,BLOCK_TRADE,BAD,0.82,0.4,trade_never_proved_itself_and_lost_heavily,,timing_or_protection_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,london,BUY,2026-04-22T11:30:00.000Z,2026-04-22T11:35:00.000Z,2026-04-22T11:45:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.9176,0.9188,0.9226,2.406,0.03,0.9394,0.4667,-0.0583,0.675,0.1333,-0.0583,0.675,,,BUY,5.6,1.6,true,research_simulated,0.91726,0.91803,0.91719,0.91803,0.91757,0.9173,0.91698,0.00031,0.000342,68.04,0.00077,0.00084,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,off_session,SELL,2026-04-22T12:00:00.000Z,2026-04-22T12:05:00.000Z,2026-04-22T12:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91823,0.91703,0.91323,2.406,0.03,0.9394,0.3917,-0.0583,0.5833,0.35,-0.0583,0.6083,,,BUY,4.7,4.2,true,research_simulated,0.91826,0.91826,0.91761,0.91761,0.9177,0.91742,0.91706,0.00036,0.000397,55.73,0.00065,0.00065,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDUSD,off_session,BUY,2026-04-22T12:30:00.000Z,2026-04-22T12:35:00.000Z,2026-04-22T13:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.59154,0.59054,0.59654,2.254,0.03,-1.2454,-0.72,-1.04,0.06,-0.64,-1.04,0.06,false,false,SELL,-7.2,-6.4,true,research_simulated,0.59049,0.59125,0.59038,0.59125,0.59053,0.59072,0.59074,0.00052,0.000881,57.42,0.00076,0.00087,BLOCK_TRADE,BAD,0.82,0.06,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDJPY,ny,SELL,2026-04-22T13:30:00.000Z,2026-04-22T13:35:00.000Z,2026-04-22T14:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,94.214,94.094,93.714,4.148,0.03,0.7652,0.0333,-0.25,0.3,0.3833,-0.25,0.5917,,,NEUTRAL,0.4,4.6,true,research_simulated,94.232,94.233,94.121,94.126,94.12726,94.11351,94.10279,0.06198,0.000659,51.25,0.106,0.112,ALLOW_TRADE,GOOD,0.72,0.765,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,off_session,SELL,2026-04-22T20:00:00.000Z,2026-04-22T20:05:00.000Z,2026-04-22T22:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97827,0.97707,0.97327,3.056,0.03,0.8744,0.0083,-0.2083,0.0583,0.0583,-0.2083,0.1583,,,NEUTRAL,0.1,0.7,true,research_simulated,0.97866,0.97866,0.97646,0.97712,0.97822,0.97818,0.978,0.00054,0.000557,36.66,0.00154,0.0022,ALLOW_TRADE,GOOD,0.72,0.874,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,off_session,SELL,2026-04-22T23:00:00.000Z,2026-04-22T23:05:00.000Z,2026-04-22T23:20:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97831,0.97711,0.97331,3.056,0.03,0.8744,0.75,-0.15,0.9,0.4917,-0.15,0.9,,,BUY,9,5.9,true,research_simulated,0.97821,0.97842,0.9768,0.9768,0.97793,0.97809,0.97803,0.0005,0.000515,33.12,0.00141,0.00162,ALLOW_TRADE,GOOD,0.72,0.9,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,off_session,BUY,2026-04-22T23:15:00.000Z,2026-04-22T23:20:00.000Z,2026-04-22T23:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,0.97794,0.97694,0.98294,3.056,0.03,-0.4356,-0.37,-0.71,0.17,-0.36,-0.76,0.17,,,SELL,-3.7,-3.6,true,research_simulated,0.97681,0.97878,0.97595,0.97844,0.97805,0.97812,0.97805,0.00067,0.000684,53.2,0.00163,0.00283,NO_OPINION,NEUTRAL,0.55,0.17,outcome_was_mixed_or_too_small_for_confident_filtering,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDJPY,asian,SELL,2026-04-23T01:45:00.000Z,2026-04-23T01:50:00.000Z,2026-04-23T02:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,93.813,93.693,93.313,4.148,0.03,0.7652,-0.0417,-0.2833,0.6167,-0.7333,-0.75,0.6167,,,NEUTRAL,-0.5,-8.8,true,research_simulated,94.07,94.085,93.947,93.952,94.03775,94.07314,94.10318,0.06433,0.000685,34.22,0.118,0.138,ALLOW_TRADE,GOOD,0.72,0.765,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPCHF,asian,SELL,2026-04-23T05:15:00.000Z,2026-04-23T05:20:00.000Z,2026-04-23T05:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.05858,1.05738,1.05358,3.221,0.03,0.8579,0.4,-0.2917,0.5667,0.6583,-0.2917,0.6583,,,BUY,4.8,7.9,true,research_simulated,1.05903,1.05915,1.05868,1.05868,1.05915,1.05924,1.05889,0.00028,0.000261,35.12,0.00035,0.00047,ALLOW_TRADE,GOOD,0.72,0.858,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,asian,SELL,2026-04-23T05:45:00.000Z,2026-04-23T05:50:00.000Z,2026-04-23T06:35:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.91795,0.91675,0.91295,2.406,0.03,0.9394,0.125,-0.3,0.1333,0.25,-0.3,0.4667,,,NEUTRAL,1.5,3,true,research_simulated,0.91854,0.91855,0.91813,0.91815,0.91868,0.91875,0.91853,0.0002,0.000215,30.44,0.00039,0.00042,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPCHF,asian,SELL,2026-04-23T06:30:00.000Z,2026-04-23T06:35:00.000Z,2026-04-23T07:35:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.05869,1.05969,1.05369,3.221,0.03,-1.3421,-0.26,-0.87,0.2,-1,-1.19,0.2,,false,SELL,-2.6,-10,true,research_simulated,1.05869,1.05893,1.05806,1.05811,1.05867,1.05895,1.05882,0.00035,0.000335,31.06,0.00058,0.00087,BLOCK_TRADE,BAD,0.82,0.2,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPCHF,london,BUY,2026-04-23T07:30:00.000Z,2026-04-23T07:35:00.000Z,2026-04-23T07:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.05943,1.06063,1.06443,3.221,0.03,0.8579,0.5083,0,0.625,0.3583,0,0.675,,,BUY,6.1,4.3,true,research_simulated,1.0578,1.05916,1.0578,1.05916,1.05851,1.05876,1.05875,0.00048,0.000449,54.48,0.00136,0.00136,ALLOW_TRADE,GOOD,0.72,0.858,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDJPY,london,SELL,2026-04-23T08:00:00.000Z,2026-04-23T08:05:00.000Z,2026-04-23T08:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,93.872,93.752,93.372,4.148,0.03,0.7652,0.55,0,0.6417,0.525,0,0.8083,,,BUY,6.6,6.3,true,research_simulated,93.983,93.983,93.85,93.862,93.96023,93.96136,93.99726,0.05785,0.000616,37.1,0.121,0.133,ALLOW_TRADE,GOOD,0.72,0.808,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPCHF,london,BUY,2026-04-23T08:15:00.000Z,2026-04-23T08:20:00.000Z,2026-04-23T11:35:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.05977,1.06097,1.06477,3.221,0.03,0.8579,-0.3,-0.4083,0.375,-0.0333,-0.5417,0.375,,,SELL,-3.6,-0.4,true,research_simulated,1.05878,1.05945,1.05878,1.05945,1.05881,1.05883,1.05878,0.00052,0.00049,57.48,0.00067,0.00067,ALLOW_TRADE,GOOD,0.72,0.858,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDJPY,ny,BUY,2026-04-23T13:00:00.000Z,2026-04-23T13:05:00.000Z,2026-04-23T14:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,93.748,93.648,94.248,4.148,0.03,-1.4348,-0.4,-0.47,0.15,-0.82,-0.9,0.15,,,SELL,-4,-8.2,true,research_simulated,93.666,93.756,93.637,93.756,93.72483,93.78363,93.87585,0.07054,0.000752,44.44,0.09,0.119,BLOCK_TRADE,BAD,0.82,0.15,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,ny,BUY,2026-04-23T15:00:00.000Z,2026-04-23T15:05:00.000Z,2026-04-23T15:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36965,1.37085,1.37465,2.522,0.03,0.9278,0.525,-0.0583,1.1917,-0.2417,-0.5,1.4,true,true,BUY,6.3,-2.9,true,research_simulated,1.36823,1.36946,1.36817,1.36945,1.36834,1.3679,1.36744,0.00074,0.000538,66.8,0.00122,0.00129,ALLOW_TRADE,EXCELLENT,0.84,1.4,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,SELL,2026-04-23T16:00:00.000Z,2026-04-23T16:05:00.000Z,2026-04-23T16:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97819,0.97699,0.97319,3.056,0.03,0.8744,0.1583,-0.375,0.25,1.1083,-0.375,1.35,,true,NEUTRAL,1.9,13.3,true,research_simulated,0.97952,0.97965,0.9774,0.97761,0.97882,0.97841,0.97785,0.00075,0.000763,44.22,0.00191,0.00225,ALLOW_TRADE,EXCELLENT,0.84,1.35,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,BUY,2026-04-23T16:45:00.000Z,2026-04-23T16:50:00.000Z,2026-04-23T17:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.97769,0.97669,0.98269,3.056,0.03,-1.3256,-0.93,-1.12,0.12,-1.03,-1.61,0.12,false,false,SELL,-9.3,-10.3,true,research_simulated,0.97565,0.97798,0.97495,0.97783,0.97784,0.97803,0.97774,0.00102,0.001042,49.26,0.00218,0.00303,BLOCK_TRADE,BAD,0.82,0.12,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDJPY,ny,SELL,2026-04-23T19:00:00.000Z,2026-04-23T19:05:00.000Z,2026-04-23T19:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,93.424,93.292,92.924,4.148,0.03,0.8852,-0.0682,-0.2348,2.1364,-0.1894,-0.3106,2.1364,true,true,NEUTRAL,-0.9,-2.5,true,research_simulated,93.514,93.525,93.398,93.401,93.49323,93.56392,93.69129,0.07809,0.000836,34.04,0.113,0.127,ALLOW_TRADE,EXCELLENT,0.84,2.136,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCHF,off_session,SELL,2026-04-23T20:00:00.000Z,2026-04-23T20:05:00.000Z,2026-04-23T23:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,0.78596,0.78696,0.78096,2.46,0.03,-0.336,-0.23,-0.26,0.13,-0.43,-0.43,0.13,,,SELL,-2.3,-4.3,true,research_simulated,0.78587,0.78587,0.78417,0.7843,0.78575,0.78567,0.78531,0.00066,0.000839,37.79,0.00157,0.0017,NO_OPINION,NEUTRAL,0.55,0.13,outcome_was_mixed_or_too_small_for_confident_filtering,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,asian,BUY,2026-04-24T05:00:00.000Z,2026-04-24T05:05:00.000Z,2026-04-24T05:45:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.37108,1.37008,1.37608,2.522,0.03,-1.2722,-0.42,-0.59,0.03,-1.43,-1.45,0.03,,false,SELL,-4.2,-14.3,true,research_simulated,1.37041,1.37099,1.37038,1.37099,1.37077,1.37058,1.36998,0.00035,0.000256,61.1,0.00058,0.00061,BLOCK_TRADE,BAD,0.82,0.03,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,asian,SELL,2026-04-24T06:45:00.000Z,2026-04-24T06:50:00.000Z,2026-04-24T08:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36869,1.36749,1.36369,2.522,0.03,0.9278,0.0167,-0.2833,0.0833,-0.1583,-0.35,0.0833,,,NEUTRAL,0.2,-1.9,true,research_simulated,1.37026,1.37032,1.36963,1.36967,1.37044,1.37054,1.37012,0.0004,0.000289,35.61,0.00059,0.00069,ALLOW_TRADE,GOOD,0.72,0.928,signal_showed_positive_follow_through,,worked_or_neutral
